Button #1,Button #2,Button #3,Button #4,Button #5,Button #6,Button #7,Button #8,Button #9
Up,Down,Down,Up,Up,Down,Down,Right,Right
Up,Down,Down,Up,Up,Down,Down,C,Left
Up,Down,Down,Up,Up,Down,C,Up,Right
Up,Down,Down,Up,Up,Down,A,Up,Left
Up,Down,Down,Up,Up,Left,Up,Right,Right
Up,Down,Down,Up,Up,Left,Up,C,Left
Up,Down,Down,Up,Up,A,Up,Up,Right
Up,Down,Down,Up,Up,B,Up,Up,Left
Up,Down,Left,Down,Up,Down,Down,Right,Right
Up,Down,Left,Down,Up,Down,Down,C,Left
Up,Down,Left,Down,Up,Down,C,Up,Right
Up,Down,Left,Down,Up,Down,A,Up,Left
Up,Down,Left,Down,Up,Left,Up,Right,Right
Up,Down,Left,Down,Up,Left,Up,C,Left
Up,Down,Left,Down,Up,A,Up,Up,Right
Up,Down,Left,Down,Up,B,Up,Up,Left
Up,Down,Left,Left,Down,Down,Down,Right,Right
Up,Down,Left,Left,Down,Down,Down,C,Left
Up,Down,Left,Left,Down,Down,C,Up,Right
Up,Down,Left,Left,Down,Down,A,Up,Left
Up,Down,Left,Left,Down,Left,Up,Right,Right
Up,Down,Left,Left,Down,Left,Up,C,Left
Up,Down,Left,Left,Down,A,Up,Up,Right
Up,Down,Left,Left,Down,B,Up,Up,Left
Up,Down,Left,Left,Left,Up,Down,Right,Right
Up,Down,Left,Left,Left,Up,Down,C,Left
Up,Down,Left,Left,Left,Up,C,Up,Right
Up,Down,Left,Left,Left,Up,A,Up,Left
Up,Down,Left,Left,Right,Up,Up,Right,Right
Up,Down,Left,Left,Right,Up,Up,C,Left
Up,Down,Left,Left,B,Up,Up,Up,Right
Up,Down,Left,Right,Down,Up,Down,Right,Right
Up,Down,Left,Right,Down,Up,Down,C,Left
Up,Down,Left,Right,Down,Up,C,Up,Right
Up,Down,Left,Right,Down,Up,A,Up,Left
Up,Down,Left,Right,Left,Down,Down,Right,Right
Up,Down,Left,Right,Left,Down,Down,C,Left
Up,Down,Left,Right,Left,Down,C,Up,Right
Up,Down,Left,Right,Left,Down,A,Up,Left
Up,Down,Left,Right,Left,Left,Up,Right,Right
Up,Down,Left,Right,Left,Left,Up,C,Left
Up,Down,Left,Right,Left,A,Up,Up,Right
Up,Down,Left,Right,Left,B,Up,Up,Left
Up,Down,Left,Right,Right,Down,Up,Right,Right
Up,Down,Left,Right,Right,Down,Up,C,Left
Up,Down,Left,Right,Right,Left,Down,Right,Right
Up,Down,Left,Right,Right,Left,Down,C,Left
Up,Down,Left,Right,Right,Left,C,Up,Right
Up,Down,Left,Right,Right,Left,A,Up,Left
Up,Down,Left,Right,Right,Right,Left,Right,Right
Up,Down,Left,Right,Right,Right,Left,C,Left
Up,Down,Left,Right,Right,Right,C,Down,Right
Up,Down,Left,Right,Right,Right,C,C,Up
Up,Down,Left,Right,Right,Right,A,Down,Left
Up,Down,Left,Right,Right,Right,A,Right,Up
Up,Down,Left,Right,Right,C,Right,Right,Right
Up,Down,Left,Right,Right,C,Right,C,Left
Up,Down,Left,Right,Right,C,C,Left,Right
Up,Down,Left,Right,Right,C,C,C,Down
Up,Down,Left,Right,Right,C,A,Left,Left
Up,Down,Left,Right,Right,C,A,Right,Down
Up,Down,Left,Right,Right,A,Down,Up,Right
Up,Down,Left,Right,Right,A,Left,Down,Right
Up,Down,Left,Right,Right,A,Left,C,Up
Up,Down,Left,Right,Right,A,Right,Left,Right
Up,Down,Left,Right,Right,A,Right,C,Down
Up,Down,Left,Right,Right,A,C,Right,Right
Up,Down,Left,Right,Right,A,C,C,Left
Up,Down,Left,Right,Right,A,A,Down,Up
Up,Down,Left,Right,Right,A,A,Left,Down
Up,Down,Left,Right,Right,A,A,Right,Left
Up,Down,Left,Right,Right,A,A,C,Right
Up,Down,Left,Right,Right,A,A,A,C
Up,Down,Left,Right,Right,A,A,B,A
Up,Down,Left,Right,Right,A,B,C,C
Up,Down,Left,Right,Right,A,B,A,Right
Up,Down,Left,Right,Right,B,Down,Up,Left
Up,Down,Left,Right,Right,B,Left,Down,Left
Up,Down,Left,Right,Right,B,Left,Right,Up
Up,Down,Left,Right,Right,B,Right,Left,Left
Up,Down,Left,Right,Right,B,Right,Right,Down
Up,Down,Left,Right,Right,B,C,Down,Up
Up,Down,Left,Right,Right,B,C,Left,Down
Up,Down,Left,Right,Right,B,C,Right,Left
Up,Down,Left,Right,Right,B,C,C,Right
Up,Down,Left,Right,Right,B,C,A,C
Up,Down,Left,Right,Right,B,C,B,A
Up,Down,Left,Right,Right,B,A,Right,Right
Up,Down,Left,Right,Right,B,A,C,Left
Up,Down,Left,Right,Right,B,B,Right,C
Up,Down,Left,Right,Right,B,B,A,Left
Up,Down,Left,Right,C,Left,Left,Right,Right
Up,Down,Left,Right,C,Left,Left,C,Left
Up,Down,Left,Right,C,Left,C,Down,Right
Up,Down,Left,Right,C,Left,C,C,Up
Up,Down,Left,Right,C,Left,A,Down,Left
Up,Down,Left,Right,C,Left,A,Right,Up
Up,Down,Left,Right,C,Right,Down,Right,Right
Up,Down,Left,Right,C,Right,Down,C,Left
Up,Down,Left,Right,C,Right,C,Up,Right
Up,Down,Left,Right,C,Right,A,Up,Left
Up,Down,Left,Right,C,A,Down,Down,Right
Up,Down,Left,Right,C,A,Down,C,Up
Up,Down,Left,Right,C,A,Left,Up,Right
Up,Down,Left,Right,C,A,A,Up,Up
Up,Down,Left,Right,C,B,Down,Down,Left
Up,Down,Left,Right,C,B,Down,Right,Up
Up,Down,Left,Right,C,B,Left,Up,Left
Up,Down,Left,Right,C,B,C,Up,Up
Up,Down,Left,Right,A,Left,Right,Right,Right
Up,Down,Left,Right,A,Left,Right,C,Left
Up,Down,Left,Right,A,Left,C,Left,Right
Up,Down,Left,Right,A,Left,C,C,Down
Up,Down,Left,Right,A,Left,A,Left,Left
Up,Down,Left,Right,A,Left,A,Right,Down
Up,Down,Left,Right,A,C,Down,Right,Right
Up,Down,Left,Right,A,C,Down,C,Left
Up,Down,Left,Right,A,C,C,Up,Right
Up,Down,Left,Right,A,C,A,Up,Left
Up,Down,Left,Right,A,A,Down,Left,Right
Up,Down,Left,Right,A,A,Down,C,Down
Up,Down,Left,Right,A,A,Right,Up,Right
Up,Down,Left,Right,A,A,A,Up,Down
Up,Down,Left,Right,A,B,Down,Left,Left
Up,Down,Left,Right,A,B,Down,Right,Down
Up,Down,Left,Right,A,B,Right,Up,Left
Up,Down,Left,Right,A,B,C,Up,Down
Up,Down,Left,Right,B,Down,Up,Up,Right
Up,Down,Left,Right,B,Left,Down,Up,Right
Up,Down,Left,Right,B,Left,Left,Down,Right
Up,Down,Left,Right,B,Left,Left,C,Up
Up,Down,Left,Right,B,Left,Right,Left,Right
Up,Down,Left,Right,B,Left,Right,C,Down
Up,Down,Left,Right,B,Left,C,Right,Right
Up,Down,Left,Right,B,Left,C,C,Left
Up,Down,Left,Right,B,Left,A,Down,Up
Up,Down,Left,Right,B,Left,A,Left,Down
Up,Down,Left,Right,B,Left,A,Right,Left
Up,Down,Left,Right,B,Left,A,C,Right
Up,Down,Left,Right,B,Left,A,A,C
Up,Down,Left,Right,B,Left,A,B,A
Up,Down,Left,Right,B,Left,B,C,C
Up,Down,Left,Right,B,Left,B,A,Right
Up,Down,Left,Right,B,Right,Down,Down,Right
Up,Down,Left,Right,B,Right,Down,C,Up
Up,Down,Left,Right,B,Right,Left,Up,Right
Up,Down,Left,Right,B,Right,A,Up,Up
Up,Down,Left,Right,B,C,Down,Left,Right
Up,Down,Left,Right,B,C,Down,C,Down
Up,Down,Left,Right,B,C,Right,Up,Right
Up,Down,Left,Right,B,C,A,Up,Down
Up,Down,Left,Right,B,A,Down,Right,Right
Up,Down,Left,Right,B,A,Down,C,Left
Up,Down,Left,Right,B,A,C,Up,Right
Up,Down,Left,Right,B,A,A,Up,Left
Up,Down,Left,Right,B,B,Down,Down,Up
Up,Down,Left,Right,B,B,Down,Left,Down
Up,Down,Left,Right,B,B,Down,Right,Left
Up,Down,Left,Right,B,B,Down,C,Right
Up,Down,Left,Right,B,B,Down,A,C
Up,Down,Left,Right,B,B,Down,B,A
Up,Down,Left,Right,B,B,Left,Up,Up
Up,Down,Left,Right,B,B,Right,Up,Down
Up,Down,Left,Right,B,B,C,Up,Left
Up,Down,Left,Right,B,B,A,Up,Right
Up,Down,Left,Right,B,B,B,Up,C
Up,Down,Left,C,Down,Up,Up,Right,Right
Up,Down,Left,C,Down,Up,Up,C,Left
Up,Down,Left,C,Left,Down,Up,Right,Right
Up,Down,Left,C,Left,Down,Up,C,Left
Up,Down,Left,C,Left,Left,Down,Right,Right
Up,Down,Left,C,Left,Left,Down,C,Left
Up,Down,Left,C,Left,Left,C,Up,Right
Up,Down,Left,C,Left,Left,A,Up,Left
Up,Down,Left,C,Left,Right,Left,Right,Right
Up,Down,Left,C,Left,Right,Left,C,Left
Up,Down,Left,C,Left,Right,C,Down,Right
Up,Down,Left,C,Left,Right,C,C,Up
Up,Down,Left,C,Left,Right,A,Down,Left
Up,Down,Left,C,Left,Right,A,Right,Up
Up,Down,Left,C,Left,C,Right,Right,Right
Up,Down,Left,C,Left,C,Right,C,Left
Up,Down,Left,C,Left,C,C,Left,Right
Up,Down,Left,C,Left,C,C,C,Down
Up,Down,Left,C,Left,C,A,Left,Left
Up,Down,Left,C,Left,C,A,Right,Down
Up,Down,Left,C,Left,A,Down,Up,Right
Up,Down,Left,C,Left,A,Left,Down,Right
Up,Down,Left,C,Left,A,Left,C,Up
Up,Down,Left,C,Left,A,Right,Left,Right
Up,Down,Left,C,Left,A,Right,C,Down
Up,Down,Left,C,Left,A,C,Right,Right
Up,Down,Left,C,Left,A,C,C,Left
Up,Down,Left,C,Left,A,A,Down,Up
Up,Down,Left,C,Left,A,A,Left,Down
Up,Down,Left,C,Left,A,A,Right,Left
Up,Down,Left,C,Left,A,A,C,Right
Up,Down,Left,C,Left,A,A,A,C
Up,Down,Left,C,Left,A,A,B,A
Up,Down,Left,C,Left,A,B,C,C
Up,Down,Left,C,Left,A,B,A,Right
Up,Down,Left,C,Left,B,Down,Up,Left
Up,Down,Left,C,Left,B,Left,Down,Left
Up,Down,Left,C,Left,B,Left,Right,Up
Up,Down,Left,C,Left,B,Right,Left,Left
Up,Down,Left,C,Left,B,Right,Right,Down
Up,Down,Left,C,Left,B,C,Down,Up
Up,Down,Left,C,Left,B,C,Left,Down
Up,Down,Left,C,Left,B,C,Right,Left
Up,Down,Left,C,Left,B,C,C,Right
Up,Down,Left,C,Left,B,C,A,C
Up,Down,Left,C,Left,B,C,B,A
Up,Down,Left,C,Left,B,A,Right,Right
Up,Down,Left,C,Left,B,A,C,Left
Up,Down,Left,C,Left,B,B,Right,C
Up,Down,Left,C,Left,B,B,A,Left
Up,Down,Left,C,Right,Down,Down,Right,Right
Up,Down,Left,C,Right,Down,Down,C,Left
Up,Down,Left,C,Right,Down,C,Up,Right
Up,Down,Left,C,Right,Down,A,Up,Left
Up,Down,Left,C,Right,Left,Up,Right,Right
Up,Down,Left,C,Right,Left,Up,C,Left
Up,Down,Left,C,Right,A,Up,Up,Right
Up,Down,Left,C,Right,B,Up,Up,Left
Up,Down,Left,C,C,Down,Left,Right,Right
Up,Down,Left,C,C,Down,Left,C,Left
Up,Down,Left,C,C,Down,C,Down,Right
Up,Down,Left,C,C,Down,C,C,Up
Up,Down,Left,C,C,Down,A,Down,Left
Up,Down,Left,C,C,Down,A,Right,Up
Up,Down,Left,C,C,Right,Up,Right,Right
Up,Down,Left,C,C,Right,Up,C,Left
Up,Down,Left,C,C,A,Up,Down,Right
Up,Down,Left,C,C,A,Up,C,Up
Up,Down,Left,C,C,B,Up,Down,Left
Up,Down,Left,C,C,B,Up,Right,Up
Up,Down,Left,C,A,Down,Right,Right,Right
Up,Down,Left,C,A,Down,Right,C,Left
Up,Down,Left,C,A,Down,C,Left,Right
Up,Down,Left,C,A,Down,C,C,Down
Up,Down,Left,C,A,Down,A,Left,Left
Up,Down,Left,C,A,Down,A,Right,Down
Up,Down,Left,C,A,C,Up,Right,Right
Up,Down,Left,C,A,C,Up,C,Left
Up,Down,Left,C,A,A,Up,Left,Right
Up,Down,Left,C,A,A,Up,C,Down
Up,Down,Left,C,A,B,Up,Left,Left
Up,Down,Left,C,A,B,Up,Right,Down
Up,Down,Left,C,B,Down,Down,Up,Right
Up,Down,Left,C,B,Down,Left,Down,Right
Up,Down,Left,C,B,Down,Left,C,Up
Up,Down,Left,C,B,Down,Right,Left,Right
Up,Down,Left,C,B,Down,Right,C,Down
Up,Down,Left,C,B,Down,C,Right,Right
Up,Down,Left,C,B,Down,C,C,Left
Up,Down,Left,C,B,Down,A,Down,Up
Up,Down,Left,C,B,Down,A,Left,Down
Up,Down,Left,C,B,Down,A,Right,Left
Up,Down,Left,C,B,Down,A,C,Right
Up,Down,Left,C,B,Down,A,A,C
Up,Down,Left,C,B,Down,A,B,A
Up,Down,Left,C,B,Down,B,C,C
Up,Down,Left,C,B,Down,B,A,Right
Up,Down,Left,C,B,Left,Up,Up,Right
Up,Down,Left,C,B,Right,Up,Down,Right
Up,Down,Left,C,B,Right,Up,C,Up
Up,Down,Left,C,B,C,Up,Left,Right
Up,Down,Left,C,B,C,Up,C,Down
Up,Down,Left,C,B,A,Up,Right,Right
Up,Down,Left,C,B,A,Up,C,Left
Up,Down,Left,C,B,B,Up,Down,Up
Up,Down,Left,C,B,B,Up,Left,Down
Up,Down,Left,C,B,B,Up,Right,Left
Up,Down,Left,C,B,B,Up,C,Right
Up,Down,Left,C,B,B,Up,A,C
Up,Down,Left,C,B,B,Up,B,A
Up,Down,Left,A,Left,Left,Left,Right,Right
Up,Down,Left,A,Left,Left,Left,C,Left
Up,Down,Left,A,Left,Left,C,Down,Right
Up,Down,Left,A,Left,Left,C,C,Up
Up,Down,Left,A,Left,Left,A,Down,Left
Up,Down,Left,A,Left,Left,A,Right,Up
Up,Down,Left,A,Left,Right,Down,Right,Right
Up,Down,Left,A,Left,Right,Down,C,Left
Up,Down,Left,A,Left,Right,C,Up,Right
Up,Down,Left,A,Left,Right,A,Up,Left
Up,Down,Left,A,Left,A,Down,Down,Right
Up,Down,Left,A,Left,A,Down,C,Up
Up,Down,Left,A,Left,A,Left,Up,Right
Up,Down,Left,A,Left,A,A,Up,Up
Up,Down,Left,A,Left,B,Down,Down,Left
Up,Down,Left,A,Left,B,Down,Right,Up
Up,Down,Left,A,Left,B,Left,Up,Left
Up,Down,Left,A,Left,B,C,Up,Up
Up,Down,Left,A,Right,Down,Left,Right,Right
Up,Down,Left,A,Right,Down,Left,C,Left
Up,Down,Left,A,Right,Down,C,Down,Right
Up,Down,Left,A,Right,Down,C,C,Up
Up,Down,Left,A,Right,Down,A,Down,Left
Up,Down,Left,A,Right,Down,A,Right,Up
Up,Down,Left,A,Right,Right,Up,Right,Right
Up,Down,Left,A,Right,Right,Up,C,Left
Up,Down,Left,A,Right,A,Up,Down,Right
Up,Down,Left,A,Right,A,Up,C,Up
Up,Down,Left,A,Right,B,Up,Down,Left
Up,Down,Left,A,Right,B,Up,Right,Up
Up,Down,Left,A,C,Down,Down,Right,Right
Up,Down,Left,A,C,Down,Down,C,Left
Up,Down,Left,A,C,Down,C,Up,Right
Up,Down,Left,A,C,Down,A,Up,Left
Up,Down,Left,A,C,Left,Up,Right,Right
Up,Down,Left,A,C,Left,Up,C,Left
Up,Down,Left,A,C,A,Up,Up,Right
Up,Down,Left,A,C,B,Up,Up,Left
Up,Down,Left,A,B,Down,Down,Down,Right
Up,Down,Left,A,B,Down,Down,C,Up
Up,Down,Left,A,B,Down,Left,Up,Right
Up,Down,Left,A,B,Down,A,Up,Up
Up,Down,Left,A,B,Left,Up,Down,Right
Up,Down,Left,A,B,Left,Up,C,Up
Up,Down,Left,A,B,Right,Up,Up,Right
Up,Down,Left,A,B,B,Up,Up,Up
Up,Down,Left,B,Left,Left,Right,Right,Right
Up,Down,Left,B,Left,Left,Right,C,Left
Up,Down,Left,B,Left,Left,C,Left,Right
Up,Down,Left,B,Left,Left,C,C,Down
Up,Down,Left,B,Left,Left,A,Left,Left
Up,Down,Left,B,Left,Left,A,Right,Down
Up,Down,Left,B,Left,C,Down,Right,Right
Up,Down,Left,B,Left,C,Down,C,Left
Up,Down,Left,B,Left,C,C,Up,Right
Up,Down,Left,B,Left,C,A,Up,Left
Up,Down,Left,B,Left,A,Down,Left,Right
Up,Down,Left,B,Left,A,Down,C,Down
Up,Down,Left,B,Left,A,Right,Up,Right
Up,Down,Left,B,Left,A,A,Up,Down
Up,Down,Left,B,Left,B,Down,Left,Left
Up,Down,Left,B,Left,B,Down,Right,Down
Up,Down,Left,B,Left,B,Right,Up,Left
Up,Down,Left,B,Left,B,C,Up,Down
Up,Down,Left,B,Right,Down,Right,Right,Right
Up,Down,Left,B,Right,Down,Right,C,Left
Up,Down,Left,B,Right,Down,C,Left,Right
Up,Down,Left,B,Right,Down,C,C,Down
Up,Down,Left,B,Right,Down,A,Left,Left
Up,Down,Left,B,Right,Down,A,Right,Down
Up,Down,Left,B,Right,C,Up,Right,Right
Up,Down,Left,B,Right,C,Up,C,Left
Up,Down,Left,B,Right,A,Up,Left,Right
Up,Down,Left,B,Right,A,Up,C,Down
Up,Down,Left,B,Right,B,Up,Left,Left
Up,Down,Left,B,Right,B,Up,Right,Down
Up,Down,Left,B,A,Down,Down,Right,Right
Up,Down,Left,B,A,Down,Down,C,Left
Up,Down,Left,B,A,Down,C,Up,Right
Up,Down,Left,B,A,Down,A,Up,Left
Up,Down,Left,B,A,Left,Up,Right,Right
Up,Down,Left,B,A,Left,Up,C,Left
Up,Down,Left,B,A,A,Up,Up,Right
Up,Down,Left,B,A,B,Up,Up,Left
Up,Down,Left,B,B,Down,Down,Left,Right
Up,Down,Left,B,B,Down,Down,C,Down
Up,Down,Left,B,B,Down,Right,Up,Right
Up,Down,Left,B,B,Down,A,Up,Down
Up,Down,Left,B,B,Left,Up,Left,Right
Up,Down,Left,B,B,Left,Up,C,Down
Up,Down,Left,B,B,C,Up,Up,Right
Up,Down,Left,B,B,B,Up,Up,Down
Up,Down,Right,Down,Down,Down,Down,Right,Right
Up,Down,Right,Down,Down,Down,Down,C,Left
Up,Down,Right,Down,Down,Down,C,Up,Right
Up,Down,Right,Down,Down,Down,A,Up,Left
Up,Down,Right,Down,Down,Left,Up,Right,Right
Up,Down,Right,Down,Down,Left,Up,C,Left
Up,Down,Right,Down,Down,A,Up,Up,Right
Up,Down,Right,Down,Down,B,Up,Up,Left
Up,Down,Right,Down,Left,Up,Down,Right,Right
Up,Down,Right,Down,Left,Up,Down,C,Left
Up,Down,Right,Down,Left,Up,C,Up,Right
Up,Down,Right,Down,Left,Up,A,Up,Left
Up,Down,Right,Down,Right,Up,Up,Right,Right
Up,Down,Right,Down,Right,Up,Up,C,Left
Up,Down,Right,Down,B,Up,Up,Up,Right
Up,Down,Right,Left,Up,Down,Down,Right,Right
Up,Down,Right,Left,Up,Down,Down,C,Left
Up,Down,Right,Left,Up,Down,C,Up,Right
Up,Down,Right,Left,Up,Down,A,Up,Left
Up,Down,Right,Left,Up,Left,Up,Right,Right
Up,Down,Right,Left,Up,Left,Up,C,Left
Up,Down,Right,Left,Up,A,Up,Up,Right
Up,Down,Right,Left,Up,B,Up,Up,Left
Up,Down,Right,Right,Up,Up,Down,Right,Right
Up,Down,Right,Right,Up,Up,Down,C,Left
Up,Down,Right,Right,Up,Up,C,Up,Right
Up,Down,Right,Right,Up,Up,A,Up,Left
Up,Down,Right,C,Up,Up,Up,Right,Right
Up,Down,Right,C,Up,Up,Up,C,Left
Up,Down,C,Down,Down,Up,Down,Right,Right
Up,Down,C,Down,Down,Up,Down,C,Left
Up,Down,C,Down,Down,Up,C,Up,Right
Up,Down,C,Down,Down,Up,A,Up,Left
Up,Down,C,Down,Left,Down,Down,Right,Right
Up,Down,C,Down,Left,Down,Down,C,Left
Up,Down,C,Down,Left,Down,C,Up,Right
Up,Down,C,Down,Left,Down,A,Up,Left
Up,Down,C,Down,Left,Left,Up,Right,Right
Up,Down,C,Down,Left,Left,Up,C,Left
Up,Down,C,Down,Left,A,Up,Up,Right
Up,Down,C,Down,Left,B,Up,Up,Left
Up,Down,C,Down,Right,Down,Up,Right,Right
Up,Down,C,Down,Right,Down,Up,C,Left
Up,Down,C,Down,Right,Left,Down,Right,Right
Up,Down,C,Down,Right,Left,Down,C,Left
Up,Down,C,Down,Right,Left,C,Up,Right
Up,Down,C,Down,Right,Left,A,Up,Left
Up,Down,C,Down,Right,Right,Left,Right,Right
Up,Down,C,Down,Right,Right,Left,C,Left
Up,Down,C,Down,Right,Right,C,Down,Right
Up,Down,C,Down,Right,Right,C,C,Up
Up,Down,C,Down,Right,Right,A,Down,Left
Up,Down,C,Down,Right,Right,A,Right,Up
Up,Down,C,Down,Right,C,Right,Right,Right
Up,Down,C,Down,Right,C,Right,C,Left
Up,Down,C,Down,Right,C,C,Left,Right
Up,Down,C,Down,Right,C,C,C,Down
Up,Down,C,Down,Right,C,A,Left,Left
Up,Down,C,Down,Right,C,A,Right,Down
Up,Down,C,Down,Right,A,Down,Up,Right
Up,Down,C,Down,Right,A,Left,Down,Right
Up,Down,C,Down,Right,A,Left,C,Up
Up,Down,C,Down,Right,A,Right,Left,Right
Up,Down,C,Down,Right,A,Right,C,Down
Up,Down,C,Down,Right,A,C,Right,Right
Up,Down,C,Down,Right,A,C,C,Left
Up,Down,C,Down,Right,A,A,Down,Up
Up,Down,C,Down,Right,A,A,Left,Down
Up,Down,C,Down,Right,A,A,Right,Left
Up,Down,C,Down,Right,A,A,C,Right
Up,Down,C,Down,Right,A,A,A,C
Up,Down,C,Down,Right,A,A,B,A
Up,Down,C,Down,Right,A,B,C,C
Up,Down,C,Down,Right,A,B,A,Right
Up,Down,C,Down,Right,B,Down,Up,Left
Up,Down,C,Down,Right,B,Left,Down,Left
Up,Down,C,Down,Right,B,Left,Right,Up
Up,Down,C,Down,Right,B,Right,Left,Left
Up,Down,C,Down,Right,B,Right,Right,Down
Up,Down,C,Down,Right,B,C,Down,Up
Up,Down,C,Down,Right,B,C,Left,Down
Up,Down,C,Down,Right,B,C,Right,Left
Up,Down,C,Down,Right,B,C,C,Right
Up,Down,C,Down,Right,B,C,A,C
Up,Down,C,Down,Right,B,C,B,A
Up,Down,C,Down,Right,B,A,Right,Right
Up,Down,C,Down,Right,B,A,C,Left
Up,Down,C,Down,Right,B,B,Right,C
Up,Down,C,Down,Right,B,B,A,Left
Up,Down,C,Down,C,Left,Left,Right,Right
Up,Down,C,Down,C,Left,Left,C,Left
Up,Down,C,Down,C,Left,C,Down,Right
Up,Down,C,Down,C,Left,C,C,Up
Up,Down,C,Down,C,Left,A,Down,Left
Up,Down,C,Down,C,Left,A,Right,Up
Up,Down,C,Down,C,Right,Down,Right,Right
Up,Down,C,Down,C,Right,Down,C,Left
Up,Down,C,Down,C,Right,C,Up,Right
Up,Down,C,Down,C,Right,A,Up,Left
Up,Down,C,Down,C,A,Down,Down,Right
Up,Down,C,Down,C,A,Down,C,Up
Up,Down,C,Down,C,A,Left,Up,Right
Up,Down,C,Down,C,A,A,Up,Up
Up,Down,C,Down,C,B,Down,Down,Left
Up,Down,C,Down,C,B,Down,Right,Up
Up,Down,C,Down,C,B,Left,Up,Left
Up,Down,C,Down,C,B,C,Up,Up
Up,Down,C,Down,A,Left,Right,Right,Right
Up,Down,C,Down,A,Left,Right,C,Left
Up,Down,C,Down,A,Left,C,Left,Right
Up,Down,C,Down,A,Left,C,C,Down
Up,Down,C,Down,A,Left,A,Left,Left
Up,Down,C,Down,A,Left,A,Right,Down
Up,Down,C,Down,A,C,Down,Right,Right
Up,Down,C,Down,A,C,Down,C,Left
Up,Down,C,Down,A,C,C,Up,Right
Up,Down,C,Down,A,C,A,Up,Left
Up,Down,C,Down,A,A,Down,Left,Right
Up,Down,C,Down,A,A,Down,C,Down
Up,Down,C,Down,A,A,Right,Up,Right
Up,Down,C,Down,A,A,A,Up,Down
Up,Down,C,Down,A,B,Down,Left,Left
Up,Down,C,Down,A,B,Down,Right,Down
Up,Down,C,Down,A,B,Right,Up,Left
Up,Down,C,Down,A,B,C,Up,Down
Up,Down,C,Down,B,Down,Up,Up,Right
Up,Down,C,Down,B,Left,Down,Up,Right
Up,Down,C,Down,B,Left,Left,Down,Right
Up,Down,C,Down,B,Left,Left,C,Up
Up,Down,C,Down,B,Left,Right,Left,Right
Up,Down,C,Down,B,Left,Right,C,Down
Up,Down,C,Down,B,Left,C,Right,Right
Up,Down,C,Down,B,Left,C,C,Left
Up,Down,C,Down,B,Left,A,Down,Up
Up,Down,C,Down,B,Left,A,Left,Down
Up,Down,C,Down,B,Left,A,Right,Left
Up,Down,C,Down,B,Left,A,C,Right
Up,Down,C,Down,B,Left,A,A,C
Up,Down,C,Down,B,Left,A,B,A
Up,Down,C,Down,B,Left,B,C,C
Up,Down,C,Down,B,Left,B,A,Right
Up,Down,C,Down,B,Right,Down,Down,Right
Up,Down,C,Down,B,Right,Down,C,Up
Up,Down,C,Down,B,Right,Left,Up,Right
Up,Down,C,Down,B,Right,A,Up,Up
Up,Down,C,Down,B,C,Down,Left,Right
Up,Down,C,Down,B,C,Down,C,Down
Up,Down,C,Down,B,C,Right,Up,Right
Up,Down,C,Down,B,C,A,Up,Down
Up,Down,C,Down,B,A,Down,Right,Right
Up,Down,C,Down,B,A,Down,C,Left
Up,Down,C,Down,B,A,C,Up,Right
Up,Down,C,Down,B,A,A,Up,Left
Up,Down,C,Down,B,B,Down,Down,Up
Up,Down,C,Down,B,B,Down,Left,Down
Up,Down,C,Down,B,B,Down,Right,Left
Up,Down,C,Down,B,B,Down,C,Right
Up,Down,C,Down,B,B,Down,A,C
Up,Down,C,Down,B,B,Down,B,A
Up,Down,C,Down,B,B,Left,Up,Up
Up,Down,C,Down,B,B,Right,Up,Down
Up,Down,C,Down,B,B,C,Up,Left
Up,Down,C,Down,B,B,A,Up,Right
Up,Down,C,Down,B,B,B,Up,C
Up,Down,C,Left,Up,Up,Down,Right,Right
Up,Down,C,Left,Up,Up,Down,C,Left
Up,Down,C,Left,Up,Up,C,Up,Right
Up,Down,C,Left,Up,Up,A,Up,Left
Up,Down,C,Right,Up,Down,Down,Right,Right
Up,Down,C,Right,Up,Down,Down,C,Left
Up,Down,C,Right,Up,Down,C,Up,Right
Up,Down,C,Right,Up,Down,A,Up,Left
Up,Down,C,Right,Up,Left,Up,Right,Right
Up,Down,C,Right,Up,Left,Up,C,Left
Up,Down,C,Right,Up,A,Up,Up,Right
Up,Down,C,Right,Up,B,Up,Up,Left
Up,Down,C,C,Up,Down,Up,Right,Right
Up,Down,C,C,Up,Down,Up,C,Left
Up,Down,C,C,Up,Left,Down,Right,Right
Up,Down,C,C,Up,Left,Down,C,Left
Up,Down,C,C,Up,Left,C,Up,Right
Up,Down,C,C,Up,Left,A,Up,Left
Up,Down,C,C,Up,Right,Left,Right,Right
Up,Down,C,C,Up,Right,Left,C,Left
Up,Down,C,C,Up,Right,C,Down,Right
Up,Down,C,C,Up,Right,C,C,Up
Up,Down,C,C,Up,Right,A,Down,Left
Up,Down,C,C,Up,Right,A,Right,Up
Up,Down,C,C,Up,C,Right,Right,Right
Up,Down,C,C,Up,C,Right,C,Left
Up,Down,C,C,Up,C,C,Left,Right
Up,Down,C,C,Up,C,C,C,Down
Up,Down,C,C,Up,C,A,Left,Left
Up,Down,C,C,Up,C,A,Right,Down
Up,Down,C,C,Up,A,Down,Up,Right
Up,Down,C,C,Up,A,Left,Down,Right
Up,Down,C,C,Up,A,Left,C,Up
Up,Down,C,C,Up,A,Right,Left,Right
Up,Down,C,C,Up,A,Right,C,Down
